timestamp,ticker,side,size,price,commission
2011-11-29 00:00:00,VIX,BUY,2282659.7509192433,30.639999,2
2012-01-03 00:00:00,VIX,SELL,2326194.7985263416,22.969998999999998,2
2012-01-09 00:00:00,VIX,BUY,2373655.643329379,21.07,2
2012-02-01 00:00:00,VIX,SELL,2427564.0020306385,18.549999,2
2012-02-03 00:00:00,VIX,BUY,2486043.534194381,17.1,2
2012-02-10 00:00:00,VIX,SELL,2534143.5799808144,20.790001,2
2012-02-22 00:00:00,VIX,BUY,2589118.8380910256,18.190001000000002,2
2012-03-02 00:00:00,VIX,SELL,2646955.734688082,17.290001,2
2012-03-13 00:00:00,VIX,BUY,2714523.302255649,14.8,2
2012-03-23 00:00:00,VIX,SELL,2781999.6855215062,14.82,2
2012-03-27 00:00:00,VIX,BUY,2846143.3673688443,15.59,2
2012-03-28 00:00:00,VIX,SELL,2910784.6084806737,15.47,2
2012-03-29 00:00:00,VIX,BUY,2975384.091684808,15.48,2
2012-03-30 00:00:00,VIX,SELL,3039900.220717066,15.5,2
2012-04-20 00:00:00,VIX,BUY,3097239.666970538,17.440001000000002,2
2012-05-04 00:00:00,VIX,SELL,3149431.7337763836,19.16,2
2012-05-25 00:00:00,VIX,BUY,3195387.616129325,21.76,2
2012-06-01 00:00:00,VIX,SELL,3232896.9934736607,26.66,2
2012-06-08 00:00:00,VIX,BUY,3280000.1493851067,21.23,2
2012-06-27 00:00:00,VIX,SELL,3331414.028489792,19.450001,2
2012-07-02 00:00:00,VIX,BUY,3390937.8415566855,16.799999,2
2012-07-12 00:00:00,VIX,SELL,3445493.2152609956,18.33,2
2012-07-17 00:00:00,VIX,BUY,3506172.826911481,16.48,2
2012-07-24 00:00:00,VIX,SELL,3555024.8078031265,20.469998999999998,2
2012-08-02 00:00:00,VIX,BUY,3611940.004160554,17.57,2
2012-08-23 00:00:00,VIX,SELL,3674596.645764564,15.96,2
2012-09-10 00:00:00,VIX,BUY,3736021.703416588,16.280001000000002,2
2012-09-26 00:00:00,VIX,SELL,3795510.106717504,16.809998999999998,2
2012-10-05 00:00:00,VIX,BUY,3865293.777338579,14.33,2
2012-10-12 00:00:00,VIX,SELL,3927251.649826675,16.139999,2
2012-10-18 00:00:00,VIX,BUY,3993785.2492944063,15.03,2
2012-10-23 00:00:00,VIX,SELL,4046891.993850965,18.83,2
2012-11-06 00:00:00,VIX,BUY,4103774.815238906,17.58,2
2012-11-08 00:00:00,VIX,SELL,4157858.1035028324,18.49,2
2012-11-14 00:00:00,VIX,BUY,4213661.674931404,17.92,2
2012-11-30 00:00:00,VIX,SELL,4276673.647206136,15.87,2
2012-12-12 00:00:00,VIX,BUY,4339369.571971026,15.95,2
2012-12-18 00:00:00,VIX,SELL,4403595.647757796,15.57,2
2013-01-03 00:00:00,VIX,BUY,4472276.966439114,14.56,2
2013-01-30 00:00:00,VIX,SELL,4542109.368673751,14.32,2
2013-02-07 00:00:00,VIX,BUY,4616183.442747825,13.5,2
2013-02-21 00:00:00,VIX,SELL,4681886.465086852,15.22,2
2013-03-05 00:00:00,VIX,BUY,4756070.44134798,13.48,2
2013-03-20 00:00:00,VIX,SELL,4834997.039611595,12.67,2
2013-04-01 00:00:00,VIX,BUY,4908634.742115277,13.58,2
2013-04-05 00:00:00,VIX,SELL,4980473.822575047,13.92,2
2013-04-10 00:00:00,VIX,BUY,5061379.97144236,12.36,2
2013-04-17 00:00:00,VIX,SELL,5121949.323350295,16.51,2
2013-04-25 00:00:00,VIX,BUY,5195370.762410501,13.62,2
2013-05-20 00:00:00,VIX,SELL,5272175.677925094,13.02,2
2013-06-13 00:00:00,VIX,BUY,5333114.130088409,16.41,2
2013-06-14 00:00:00,VIX,SELL,5391423.167989284,17.15,2
2013-07-01 00:00:00,VIX,BUY,5452510.519175151,16.370001000000002,2
2013-07-30 00:00:00,VIX,SELL,5527193.118129595,13.39,2
2013-08-05 00:00:00,VIX,BUY,5611652.577589055,11.84,2
2013-08-12 00:00:00,VIX,SELL,5689716.590079296,12.81,2
2013-09-09 00:00:00,VIX,BUY,5753696.1166308,15.63,2
2013-09-27 00:00:00,VIX,SELL,5818379.169670903,15.46,2
2013-10-15 00:00:00,VIX,BUY,5871969.737730925,18.66,2
2013-10-30 00:00:00,VIX,SELL,5945229.8109909985,13.65,2
2013-11-06 00:00:00,VIX,BUY,6024156.409254613,12.67,2
2013-11-21 00:00:00,VIX,SELL,6103145.350802797,12.66,2
2013-11-27 00:00:00,VIX,BUY,6180186.953268128,12.98,2
2013-12-02 00:00:00,VIX,SELL,6250461.022136716,14.23,2
2013-12-12 00:00:00,VIX,BUY,6314811.08648678,15.54,2
2013-12-13 00:00:00,VIX,SELL,6378262.863136526,15.76,2
2013-12-20 00:00:00,VIX,BUY,6450779.179307665,13.79,2
2014-01-03 00:00:00,VIX,SELL,6523453.597912316,13.76,2
2014-01-09 00:00:00,VIX,BUY,6601033.116919299,12.89,2
2014-01-23 00:00:00,VIX,SELL,6673654.758168391,13.77,2
2014-02-10 00:00:00,VIX,BUY,6739185.557644145,15.26,2
2014-02-24 00:00:00,VIX,SELL,6809459.626512732,14.23,2
2014-02-27 00:00:00,VIX,BUY,6880684.697737804,14.04,2
2014-03-05 00:00:00,VIX,SELL,6952678.938198566,13.89,2
2014-03-10 00:00:00,VIX,BUY,7023101.473409834,14.2,2
2014-03-13 00:00:00,VIX,SELL,7084753.758345241,16.219998999999998,2
2014-03-21 00:00:00,VIX,BUY,7151420.425011908,15.0,2
2014-04-09 00:00:00,VIX,SELL,7223779.325156625,13.82,2
2014-04-21 00:00:00,VIX,BUY,7299251.023269833,13.25,2
2014-04-30 00:00:00,VIX,SELL,7373822.238780646,13.41,2
2014-05-05 00:00:00,VIX,BUY,7449066.78355115,13.29,2
2014-05-21 00:00:00,VIX,SELL,7533029.839806397,11.91,2
2014-05-22 00:00:00,VIX,BUY,7616155.359340895,12.03,2
2014-06-04 00:00:00,VIX,SELL,7698936.816294537,12.08,2
2014-06-09 00:00:00,VIX,BUY,7788622.914949246,11.15,2
2014-06-13 00:00:00,VIX,SELL,7870724.721188983,12.18,2
2014-06-20 00:00:00,VIX,BUY,7962890.619806495,10.85,2
2014-06-27 00:00:00,VIX,SELL,8051700.566520527,11.26,2
2014-07-03 00:00:00,VIX,BUY,8148599.791326729,10.32,2
2014-07-10 00:00:00,VIX,SELL,8228027.908880343,12.59,2
2014-07-24 00:00:00,VIX,BUY,8312487.368339802,11.84,2
2014-07-30 00:00:00,VIX,SELL,8387506.123028474,13.33,2
2014-08-12 00:00:00,VIX,BUY,8458277.5313795,14.13,2
2014-09-02 00:00:00,VIX,SELL,8539910.184440725,12.25,2
2014-09-19 00:00:00,VIX,BUY,8622486.567595143,12.11,2
2014-09-24 00:00:00,VIX,SELL,8697844.517858896,13.27,2
2014-10-08 00:00:00,VIX,BUY,8764025.854721902,15.11,2
2014-10-09 00:00:00,VIX,SELL,8817330.758773075,18.76,2
2014-10-22 00:00:00,VIX,BUY,8873290.4646511,17.870001000000002,2
2014-11-18 00:00:00,VIX,SELL,8945440.536801172,13.86,2
2014-11-24 00:00:00,VIX,BUY,9024679.839495309,12.62,2
2014-12-04 00:00:00,VIX,SELL,9105455.283760251,12.38,2
2014-12-08 00:00:00,VIX,BUY,9175828.26053717,14.21,2
2014-12-09 00:00:00,VIX,SELL,9240974.84034173,15.35,2
2014-12-22 00:00:00,VIX,BUY,9306548.610833533,15.25,2
2015-01-02 00:00:00,VIX,SELL,9362759.962367466,17.790001,2
2015-01-14 00:00:00,VIX,BUY,9409314.897190558,21.48,2
2015-01-15 00:00:00,VIX,SELL,9453977.695076346,22.389999,2
2015-01-23 00:00:00,VIX,BUY,9514001.704680188,16.66,2
2015-01-30 00:00:00,VIX,SELL,9561688.879104946,20.969998999999998,2
2015-02-06 00:00:00,VIX,BUY,9619525.775702002,17.290001,2
2015-03-06 00:00:00,VIX,SELL,9685315.249386212,15.2,2
2015-03-18 00:00:00,VIX,BUY,9756897.210731953,13.97,2
2015-03-27 00:00:00,VIX,SELL,9823254.211395523,15.07,2
2015-04-08 00:00:00,VIX,BUY,9894784.96962156,13.98,2
2015-04-23 00:00:00,VIX,SELL,9974913.174749766,12.48,2
2015-04-24 00:00:00,VIX,BUY,10056280.139761971,12.29,2
2015-04-30 00:00:00,VIX,SELL,10125008.662098741,14.55,2
2015-05-13 00:00:00,VIX,BUY,10197683.080703393,13.76,2
2015-05-28 00:00:00,VIX,SELL,10272814.56079355,13.31,2
2015-06-11 00:00:00,VIX,BUY,10350635.572466703,12.85,2
2015-06-18 00:00:00,VIX,SELL,10426450.583838955,13.19,2
2015-06-22 00:00:00,VIX,BUY,10504943.519474747,12.74,2
2015-06-29 00:00:00,VIX,SELL,10557993.91735273,18.85,2
2015-07-13 00:00:00,VIX,BUY,10629936.363395896,13.9,2
2015-07-27 00:00:00,VIX,SELL,10694038.92749846,15.6,2
2015-08-03 00:00:00,VIX,BUY,10773656.761893364,12.56,2
2015-08-10 00:00:00,VIX,SELL,10855422.910707755,12.23,2
2015-09-02 00:00:00,VIX,BUY,10893751.772340564,26.09,2
2015-09-25 00:00:00,VIX,SELL,10936088.773088362,23.620001000000002,2
2015-10-05 00:00:00,VIX,BUY,10987265.843140712,19.540001,2
2015-11-05 00:00:00,VIX,SELL,11053711.025864964,15.05,2
2015-11-06 00:00:00,VIX,BUY,11123494.69648604,14.33,2
2015-11-09 00:00:00,VIX,SELL,11184027.384137372,16.52,2
2015-11-20 00:00:00,VIX,BUY,11248668.625249201,15.47,2
2015-12-03 00:00:00,VIX,SELL,11303886.733740747,18.110001,2
2015-12-21 00:00:00,VIX,BUY,11357362.666709948,18.700001,2
2016-01-04 00:00:00,VIX,SELL,11405671.843120134,20.700001,2
2016-01-26 00:00:00,VIX,BUY,11450116.287564578,22.5,2
2016-02-08 00:00:00,VIX,SELL,11488577.826026116,26.0,2
2016-02-18 00:00:00,VIX,BUY,11534788.549048793,21.639999,2
2016-03-11 00:00:00,VIX,SELL,11595394.609654853,16.5,2
2016-03-15 00:00:00,VIX,BUY,11654777.032457704,16.84,2
2016-03-30 00:00:00,VIX,SELL,11728523.34514207,13.56,2
2016-03-31 00:00:00,VIX,BUY,11800207.93295569,13.95,2
2016-04-07 00:00:00,VIX,SELL,11862089.121074501,16.16,2
2016-04-15 00:00:00,VIX,BUY,11935510.560134707,13.62,2
2016-04-26 00:00:00,VIX,SELL,12007143.797957057,13.96,2
2016-05-10 00:00:00,VIX,BUY,12080511.36949044,13.63,2
2016-05-18 00:00:00,VIX,SELL,12143207.29425533,15.95,2
2016-05-26 00:00:00,VIX,BUY,12217667.45806769,13.43,2
2016-06-08 00:00:00,VIX,SELL,12288690.185340416,14.08,2
2016-06-23 00:00:00,VIX,BUY,12346661.19983317,17.25,2
2016-06-24 00:00:00,VIX,SELL,12385481.075609567,25.76,2
2016-07-01 00:00:00,VIX,BUY,12453185.882650867,14.77,2
2016-07-27 00:00:00,VIX,SELL,12531128.205332084,12.83,2
2016-08-03 00:00:00,VIX,BUY,12608888.70299927,12.86,2
2016-08-17 00:00:00,VIX,SELL,12690923.157470148,12.19,2
2016-08-23 00:00:00,VIX,BUY,12771698.60173509,12.38,2
2016-08-24 00:00:00,VIX,SELL,12846048.044114273,13.45,2
2016-09-02 00:00:00,VIX,BUY,12929520.498204423,11.98,2
2016-09-12 00:00:00,VIX,SELL,12995483.55889044,15.16,2
2016-09-21 00:00:00,VIX,BUY,13070671.52881525,13.3,2
2016-10-04 00:00:00,VIX,SELL,13144039.100348633,13.63,2
2016-10-07 00:00:00,VIX,BUY,13218223.07660976,13.48,2
2016-10-11 00:00:00,VIX,SELL,13283327.243276427,15.36,2
2016-10-21 00:00:00,VIX,BUY,13358289.762017056,13.34,2
2016-10-31 00:00:00,VIX,SELL,13416906.412580753,17.059998999999998,2
2016-11-10 00:00:00,VIX,BUY,13484749.01773679,14.74,2
2016-12-01 00:00:00,VIX,SELL,13555822.223138355,14.07,2
2016-12-08 00:00:00,VIX,BUY,13634936.147188988,12.64,2
2016-12-15 00:00:00,VIX,SELL,13713122.230066236,12.79,2
2016-12-20 00:00:00,VIX,BUY,13800458.474607721,11.45,2
2016-12-29 00:00:00,VIX,SELL,13875252.790239733,13.37,2
2017-01-09 00:00:00,VIX,BUY,13961757.980551152,11.56,2
2017-01-18 00:00:00,VIX,SELL,14041886.185679357,12.48,2
2017-01-25 00:00:00,VIX,BUY,14134393.12369971,10.81,2
2017-02-02 00:00:00,VIX,SELL,14218215.42043064,11.93,2
2017-02-09 00:00:00,VIX,BUY,14310127.185136521,10.88,2
2017-02-16 00:00:00,VIX,SELL,14395161.198741963,11.76,2
2017-03-07 00:00:00,VIX,BUY,14482497.443283448,11.45,2
2017-03-14 00:00:00,VIX,SELL,14563798.256291578,12.3,2
2017-03-17 00:00:00,VIX,BUY,14652450.73856108,11.28,2
2017-03-23 00:00:00,VIX,SELL,14728670.250756202,13.12,2
2017-03-30 00:00:00,VIX,BUY,14815325.363407848,11.54,2
2017-04-06 00:00:00,VIX,SELL,14896035.613609623,12.39,2
2017-04-21 00:00:00,VIX,BUY,14964388.31354127,14.63,2
2017-05-16 00:00:00,VIX,SELL,15058285.027156293,10.65,2
2017-05-25 00:00:00,VIX,BUY,15158385.127256393,9.99,2
2017-06-08 00:00:00,VIX,SELL,15256810.324106786,10.16,2
2017-06-19 00:00:00,VIX,BUY,15353242.339535909,10.37,2
2017-06-20 00:00:00,VIX,SELL,15445323.370843459,10.86,2
2017-06-21 00:00:00,VIX,BUY,15538346.626657413,10.75,2
2017-06-30 00:00:00,VIX,SELL,15627792.064940061,11.18,2
2017-07-13 00:00:00,VIX,BUY,15728802.165950162,9.9,2
2017-07-28 00:00:00,VIX,SELL,15825983.895784954,10.29,2
2017-08-22 00:00:00,VIX,BUY,15914089.6226572,11.35,2
2017-09-08 00:00:00,VIX,SELL,15996597.873482283,12.12,2
2017-09-13 00:00:00,VIX,BUY,16091835.968720378,10.5,2
2017-10-10 00:00:00,VIX,SELL,16191042.317926727,10.08,2
2017-11-01 00:00:00,VIX,BUY,16289081.533613002,10.2,2
2017-11-10 00:00:00,VIX,SELL,16377655.49286898,11.29,2
2017-11-22 00:00:00,VIX,BUY,16478870.067767765,9.88,2
2017-12-01 00:00:00,VIX,SELL,16566359.131634781,11.43,2
2017-12-11 00:00:00,VIX,BUY,16673425.512791097,9.34,2
2017-12-20 00:00:00,VIX,SELL,16776306.171227312,9.72,2
2017-12-21 00:00:00,VIX,BUY,16880256.275177415,9.62,2
2017-12-27 00:00:00,VIX,SELL,16975767.258940548,10.47,2
2018-01-04 00:00:00,VIX,BUY,17084227.128788702,9.22,2
2018-01-12 00:00:00,VIX,SELL,17182652.325639095,10.16,2
2018-01-26 00:00:00,VIX,BUY,17272905.03322032,11.08,2
2018-01-29 00:00:00,VIX,SELL,17345159.368480437,13.84,2
2018-02-15 00:00:00,VIX,BUY,17397433.286529258,19.129998999999998,2
2018-03-02 00:00:00,VIX,SELL,17448479.738800824,19.59,2
2018-03-08 00:00:00,VIX,BUY,17508939.22728574,16.540001,2
2018-03-19 00:00:00,VIX,SELL,17561515.462827273,19.02,2
2018-04-04 00:00:00,VIX,BUY,17611365.913966376,20.059998999999998,2
2018-04-25 00:00:00,VIX,SELL,17667419.72562557,17.84,2
2018-05-01 00:00:00,VIX,BUY,17731977.504837967,15.49,2
2018-05-21 00:00:00,VIX,SELL,17808430.104226347,13.08,2
2018-05-22 00:00:00,VIX,BUY,17884073.069430582,13.22,2
2018-05-29 00:00:00,VIX,SELL,17942827.476011075,17.02,2
2018-06-06 00:00:00,VIX,BUY,18028738.128932036,11.64,2
2018-06-15 00:00:00,VIX,SELL,18112210.58302219,11.98,2
2018-07-06 00:00:00,VIX,BUY,18187004.8986542,13.37,2
2018-07-25 00:00:00,VIX,SELL,18268371.863666404,12.29,2
2018-07-27 00:00:00,VIX,BUY,18345117.834502935,13.03,2
2018-07-30 00:00:00,VIX,SELL,18415244.06171191,14.26,2
2018-08-06 00:00:00,VIX,BUY,18503975.206343677,11.27,2
2018-08-14 00:00:00,VIX,SELL,18579106.686433833,13.31,2
2018-08-22 00:00:00,VIX,BUY,18660739.33949506,12.25,2
2018-08-31 00:00:00,VIX,SELL,18738499.837162245,12.86,2
2018-09-13 00:00:00,VIX,BUY,18819340.58089709,12.37,2
2018-09-28 00:00:00,VIX,SELL,18901848.83172217,12.12,2
2018-10-03 00:00:00,VIX,BUY,18987981.47599435,11.61,2
2018-10-04 00:00:00,VIX,SELL,19058304.964039356,14.22,2
2018-10-19 00:00:00,VIX,BUY,19108581.48743184,19.889999,2
2018-10-24 00:00:00,VIX,SELL,19148216.842168264,25.23,2
2018-11-02 00:00:00,VIX,BUY,19199472.60844197,19.51,2
2018-11-14 00:00:00,VIX,SELL,19246531.431971382,21.25,2
2018-11-28 00:00:00,VIX,BUY,19300614.72023531,18.49,2
2018-12-07 00:00:00,VIX,SELL,19343662.503274485,23.23,2
2019-01-02 00:00:00,VIX,BUY,19386728.827265285,23.219998999999998,2
2019-01-24 00:00:00,VIX,SELL,19439666.892534636,18.889999,2
2019-01-29 00:00:00,VIX,BUY,19491940.810583457,19.129998999999998,2
2019-03-01 00:00:00,VIX,SELL,19565632.778158993,13.57,2
2019-03-14 00:00:00,VIX,BUY,19639706.852233067,13.5,2
2019-03-22 00:00:00,VIX,SELL,19700386.463883553,16.48,2
2019-04-01 00:00:00,VIX,BUY,19775013.329555195,13.4,2
2019-04-25 00:00:00,VIX,SELL,19850485.0276684,13.25,2
2019-05-17 00:00:00,VIX,BUY,19913141.66927241,15.96,2
2019-05-29 00:00:00,VIX,SELL,19969007.59106012,17.9,2
2019-06-07 00:00:00,VIX,BUY,20030357.28807544,16.299999,2
2019-06-13 00:00:00,VIX,SELL,20030357.28807544,15.82,2
