,base,equity,message,realised_pnl,total_commission,unrealised_pnl
2012-07-12,1000000.0,909435.9703510313,MTM,-29254.72508646056,16.0,-61293.30456250817
2012-07-13,1000000.0,837529.8279473884,MTM,-29254.72508646056,16.0,-133199.44696615104
2012-07-16,1000000.0,847783.5109180269,MTM,-29254.72508646056,16.0,-122945.76399551252
2012-07-17,1000000.0,815030.5558190023,MTM,-29254.72508646056,16.0,-155698.71909453705
2012-07-18,1000000.0,785281.9948070862,MTM,-29254.72508646056,16.0,-185447.2801064532
2012-07-19,1000000.0,773101.7807505553,MTM,-29254.72508646056,16.0,-197627.4941629841
2012-07-20,1000000.0,818328.7329408795,MTM,-29254.72508646056,16.0,-152400.54197265988
2012-07-23,1000000.0,857971.822052938,MTM,-29254.72508646056,16.0,-112757.45286060139
2012-07-24,1000000.0,897843.3223640379,MTM,-29254.72508646056,16.0,-72885.95254950153
2012-07-25,1000000.0,899214.9716655118,MTM,-29254.72508646056,16.0,-71514.30324802759
2012-07-26,1000000.0,826949.6711258836,MTM,-29254.72508646056,16.0,-143779.6037876558
2012-07-27,1000000.0,742208.3767604448,MTM,-257773.6232395551,18.0,0.0
2012-07-30,1000000.0,739294.3780272107,MTM,-257773.6232395551,18.0,-2913.998733234072
2012-07-31,1000000.0,713282.3757842516,MTM,-257773.6232395551,18.0,-28926.0009761934
2012-08-01,1000000.0,695883.3428626047,MTM,-257773.6232395551,18.0,-46325.03389784032
2012-08-02,1000000.0,650994.0728116997,MTM,-257773.6232395551,18.0,-91214.30394874526
2012-08-03,1000000.0,764044.2457225183,MTM,-257773.6232395551,18.0,21835.868962073477
2012-08-06,1000000.0,778137.4188914702,MTM,-257773.6232395551,18.0,35929.04213102533
2012-08-07,1000000.0,809107.6800929683,MTM,-257773.6232395551,18.0,66899.3033325235
2012-08-08,1000000.0,812891.9480046355,MTM,-257773.6232395551,18.0,70683.57124419064
2012-08-09,1000000.0,815415.1470594162,MTM,-257773.6232395551,18.0,73206.77029897123
2012-08-10,1000000.0,828768.669939836,MTM,-257773.6232395551,18.0,86560.29317939111
2012-08-13,1000000.0,821113.0519567293,MTM,-257773.6232395551,18.0,78904.67519628431
2012-08-14,1000000.0,820330.3956085723,MTM,-257773.6232395551,18.0,78122.01884812755
2012-08-15,1000000.0,827289.9000332758,MTM,-257773.6232395551,18.0,85081.52327283095
2012-08-16,1000000.0,870700.4045273783,MTM,-257773.6232395551,18.0,128492.02776693343
2012-08-17,1000000.0,882227.3682321671,MTM,-257773.6232395551,18.0,140018.9914717222
2012-08-20,1000000.0,882096.749342266,MTM,-257773.6232395551,18.0,139888.3725818211
2012-08-21,1000000.0,860522.1181599947,MTM,-257773.6232395551,18.0,118313.7413995498
2012-08-22,1000000.0,861913.8059067822,MTM,-257773.6232395551,18.0,119705.42914633742
2012-08-23,1000000.0,812282.9166060046,MTM,-257773.6232395551,18.0,70074.53984555976
2012-08-24,1000000.0,851648.4417293838,MTM,-257773.6232395551,18.0,109440.06496893898
2012-08-27,1000000.0,848646.8301658735,MTM,-257773.6232395551,18.0,106438.4534054286
2012-08-28,1000000.0,843688.5755570924,MTM,-257773.6232395551,18.0,101480.19879664748
2012-08-29,1000000.0,848864.5312155471,MTM,-257773.6232395551,18.0,106656.15445510224
2012-08-30,1000000.0,800973.6496011317,MTM,-257773.6232395551,18.0,58765.27284068692
2012-08-31,1000000.0,831856.8286428575,MTM,-257773.6232395551,18.0,89648.45188241256
2012-09-04,1000000.0,824723.1598986089,MTM,-257773.6232395551,18.0,82514.78313816409
2012-09-05,1000000.0,818198.5225529913,MTM,-257773.6232395551,18.0,75990.14579254648
2012-09-06,1000000.0,942949.823488144,MTM,-257773.6232395551,18.0,200741.44672769908
2012-09-07,1000000.0,968178.634362685,MTM,-257773.6232395551,18.0,225970.25760224016
2012-09-10,1000000.0,929726.3888271214,MTM,-257773.6232395551,18.0,187518.0120666765
2012-09-11,1000000.0,949213.753724463,MTM,-257773.6232395551,18.0,207005.37696401824
2012-09-12,1000000.0,962263.0284156983,MTM,-257773.6232395551,18.0,220054.65165525343
2012-09-13,1000000.0,1064177.5636209277,MTM,-257773.6232395551,18.0,321969.18686048297
2012-09-14,1000000.0,1089319.296685454,MTM,-257773.6232395551,18.0,347110.9199250092
2012-09-17,1000000.0,1069397.0603592687,MTM,-257773.6232395551,18.0,327188.68359882396
2012-09-18,1000000.0,1061263.03421719,MTM,-257773.6232395551,18.0,319054.6574567451
2012-09-19,1000000.0,1068788.5639808995,MTM,-257773.6232395551,18.0,326580.18722045457
2012-09-20,1000000.0,1065352.0853383031,MTM,-257773.6232395551,18.0,323143.7085778584
2012-09-21,1000000.0,1064873.6728295735,MTM,-257773.6232395551,18.0,322665.2960691286
2012-09-24,1000000.0,1050693.4218506068,MTM,-257773.6232395551,18.0,308485.04509016196
2012-09-25,1000000.0,984141.9077871542,MTM,-257773.6232395551,18.0,241933.53102670942
2012-09-26,1000000.0,948169.3202264849,MTM,-257773.6232395551,18.0,205960.9434660401
2012-09-27,1000000.0,1008326.815834221,MTM,-257773.6232395551,18.0,266118.4390737761
2012-09-28,1000000.0,980140.4694963172,MTM,-257773.6232395551,18.0,237932.09273587243
2012-10-01,1000000.0,996756.3110495459,MTM,-257773.6232395551,18.0,254547.9342891011
2012-10-02,1000000.0,1002237.0499174469,MTM,-257773.6232395551,18.0,260028.67315700205
2012-10-03,1000000.0,1025029.7395472222,MTM,-257773.6232395551,18.0,282821.3627867774
2012-10-04,1000000.0,1070310.870617588,MTM,-257773.6232395551,18.0,328102.4938571433
2012-10-05,1000000.0,1068266.614742041,MTM,-257773.6232395551,18.0,326058.23798159626
2012-10-08,1000000.0,1046300.1225403089,MTM,-257773.6232395551,18.0,304091.74577986397
2012-10-09,1000000.0,983663.4952784244,MTM,-257773.6232395551,18.0,241455.11851797963
2012-10-10,1000000.0,944863.9954940514,MTM,-257773.6232395551,18.0,202655.6187336065
2012-10-11,1000000.0,946081.5232710517,MTM,-257773.6232395551,18.0,203873.14651060678
2012-10-12,1000000.0,927595.0507918017,MTM,-257773.6232395551,18.0,185386.6740313569
2012-10-15,1000000.0,977791.4304113241,MTM,-257773.6232395551,18.0,235583.05365087918
2012-10-16,1000000.0,1042124.5242796845,MTM,-257773.6232395551,18.0,299916.1475192396
2012-10-17,1000000.0,1068179.5325822686,MTM,-257773.6232395551,18.0,325971.1558218237
2012-10-18,1000000.0,1052650.599916139,MTM,-257773.6232395551,18.0,310442.2231556942
2012-10-19,1000000.0,947603.8299077402,MTM,-257773.6232395551,18.0,205395.45314729548
2012-10-22,1000000.0,950344.1993416909,MTM,-257773.6232395551,18.0,208135.82258124597
2012-10-23,1000000.0,860260.8760304346,MTM,-257773.6232395551,18.0,118052.4992699899
2012-10-24,1000000.0,841295.9953922129,MTM,-257773.6232395551,18.0,99087.61863176798
2012-10-25,1000000.0,859651.8489815616,MTM,-257773.6232395551,18.0,117443.47222111674
2012-10-26,1000000.0,855171.4675114912,MTM,-257773.6232395551,18.0,112963.0907510462
2012-10-31,1000000.0,856128.8188496965,MTM,-257773.6232395551,18.0,113920.4420892518
2012-11-01,1000000.0,923245.29256139,MTM,-257773.6232395551,18.0,181036.9158009452
2012-11-02,1000000.0,865001.9646098036,MTM,-257773.6232395551,18.0,122793.58784935887
2012-11-05,1000000.0,878312.4814305988,MTM,-257773.6232395551,18.0,136104.10467015396
2012-11-06,1000000.0,926725.3122838724,MTM,-257773.6232395551,18.0,184516.93552342762
2012-11-07,1000000.0,779442.5594987469,MTM,-257773.6232395551,18.0,37234.1827383019
2012-11-08,1000000.0,705409.5917717326,MTM,-257773.6232395551,18.0,-36798.78498871235
2012-11-09,1000000.0,715587.8781391161,MTM,-257773.6232395551,18.0,-26620.49862132872
2012-11-12,1000000.0,716371.0651577767,MTM,-257773.6232395551,18.0,-25837.311602668207
2012-11-13,1000000.0,692447.3948905121,MTM,-257773.6232395551,18.0,-49760.98186993273
2012-11-14,1000000.0,609627.8285429019,MTM,-257773.6232395551,18.0,-132580.548217543
2012-11-15,1000000.0,600230.2028734328,MTM,-399749.7971265672,20.0,-0.0
2012-11-16,1000000.0,574001.1364094872,MTM,-399749.7971265672,20.0,-26229.066463945528
2012-11-19,1000000.0,465842.04515966016,MTM,-399749.7971265672,20.0,-134388.15771377258
2012-11-20,1000000.0,462157.8139079927,MTM,-399749.7971265672,20.0,-138072.3889654401
2012-11-21,1000000.0,449263.741338167,MTM,-399749.7971265672,20.0,-150966.4615352658
2012-11-23,1000000.0,376703.8943536078,MTM,-399749.7971265672,20.0,-223526.308519825
2012-11-26,1000000.0,388156.4402278279,MTM,-399749.7971265672,20.0,-212073.76264560493
2012-11-27,1000000.0,417589.22904490563,MTM,-399749.7971265672,20.0,-182640.97382852712
2012-11-28,1000000.0,373580.33623765036,MTM,-399749.7971265672,20.0,-226649.86663578244
2012-11-29,1000000.0,349474.2145095364,MTM,-399749.7971265672,20.0,-250755.98836389638
2012-11-30,1000000.0,348552.78829111427,MTM,-399749.7971265672,20.0,-251677.41458231854
2012-12-03,1000000.0,375462.78025314293,MTM,-399749.7971265672,20.0,-224767.42262028984
2012-12-04,1000000.0,385113.05035345245,MTM,-399749.7971265672,20.0,-215117.1525199803
2012-12-05,1000000.0,376183.30133428157,MTM,-399749.7971265672,20.0,-224046.90153915124
2012-12-06,1000000.0,357523.11397321895,MTM,-399749.7971265672,20.0,-242707.0889002138
2012-12-07,1000000.0,340984.8902681096,MTM,-399749.7971265672,20.0,-259245.31260532315
2012-12-10,1000000.0,339062.362131826,MTM,-399749.7971265672,20.0,-261167.84074160675
2012-12-11,1000000.0,301861.7472299312,MTM,-399749.7971265672,20.0,-298368.45564350154
2012-12-12,1000000.0,299298.87025849824,MTM,-399749.7971265672,20.0,-300931.33261493454
2012-12-13,1000000.0,335458.78765947616,MTM,-399749.7971265672,20.0,-264771.4152139566
2012-12-14,1000000.0,358964.64066882455,MTM,-399749.7971265672,20.0,-241265.56220460817
2012-12-17,1000000.0,291770.5638141419,MTM,-399749.7971265672,20.0,-308459.6390592909
2012-12-18,1000000.0,225977.9295342738,MTM,-399749.7971265672,20.0,-374252.273339159
2012-12-19,1000000.0,269946.24567859527,MTM,-399749.7971265672,20.0,-330283.95719483745
2012-12-20,1000000.0,238391.98574770708,MTM,-399749.7971265672,20.0,-361838.2171257257
2012-12-21,1000000.0,292611.3332532465,MTM,-399749.7971265672,20.0,-307618.86962018633
2012-12-24,1000000.0,306586.67598251556,MTM,-399749.7971265672,20.0,-293643.52689091716
2012-12-26,1000000.0,333937.09272228857,MTM,-399749.7971265672,20.0,-266293.11015114427
2012-12-27,1000000.0,340864.63790573657,MTM,-399749.7971265672,20.0,-259365.56496769623
2012-12-28,1000000.0,403613.3937734937,MTM,-399749.7971265672,20.0,-196616.8090999391
2012-12-31,1000000.0,308469.11999800825,MTM,-399749.7971265672,20.0,-291761.0828754246
2013-01-02,1000000.0,163387.01760753803,MTM,-836590.982392462,22.0,0.0
2013-01-03,1000000.0,148034.42425456643,MTM,-836590.982392462,22.0,-15352.593352971553
2013-01-04,1000000.0,183772.55316458037,MTM,-836590.982392462,22.0,20385.535557042374
2013-01-07,1000000.0,160719.0867964978,MTM,-836590.982392462,22.0,-2667.930811040252
2013-01-08,1000000.0,136860.07524627517,MTM,-836590.982392462,22.0,-26526.942361262903
2013-01-09,1000000.0,156339.91798507248,MTM,-836590.982392462,22.0,-7047.099622465575
2013-01-10,1000000.0,212212.2670532856,MTM,-836590.982392462,22.0,48825.2494457477
2013-01-11,1000000.0,211860.18992446968,MTM,-836590.982392462,22.0,48473.17231693171
2013-01-14,1000000.0,204964.24296407506,MTM,-836590.982392462,22.0,41577.225356537005
2013-01-15,1000000.0,213319.5034656995,MTM,-836590.982392462,22.0,49932.485858161526
2013-01-16,1000000.0,214779.43110079737,MTM,-836590.982392462,22.0,51392.41349325928
2013-01-17,1000000.0,256607.96178906597,MTM,-836590.982392462,22.0,93220.94418152788
2013-01-18,1000000.0,281977.2818393728,MTM,-836590.982392462,22.0,118590.26423183478
2013-01-22,1000000.0,315098.4799307566,MTM,-836590.982392462,22.0,151711.46232321858
2013-01-23,1000000.0,326423.9816011188,MTM,-836590.982392462,22.0,163036.9639935808
2013-01-24,1000000.0,326473.74837223743,MTM,-836590.982392462,22.0,163086.73076469934
2013-01-25,1000000.0,367446.97214080323,MTM,-836590.982392462,22.0,204059.95453326512
2013-01-28,1000000.0,353454.15375326853,MTM,-836590.982392462,22.0,190067.13614573056
2013-01-29,1000000.0,392010.7520425257,MTM,-836590.982392462,22.0,228623.73443498768
2013-01-30,1000000.0,362413.41584286443,MTM,-836590.982392462,22.0,199026.39823532634
2013-01-31,1000000.0,343034.3449011515,MTM,-836590.982392462,22.0,179647.3272936134
2013-02-01,1000000.0,418839.9997279304,MTM,-836590.982392462,22.0,255452.98212039232
2013-02-04,1000000.0,330953.688980747,MTM,-836590.982392462,22.0,167566.67137320907
2013-02-05,1000000.0,409376.88872002414,MTM,-836590.982392462,22.0,245989.87111248606
2013-02-06,1000000.0,413554.5189708364,MTM,-836590.982392462,22.0,250167.5013632983
2013-02-07,1000000.0,399813.0109485891,MTM,-836590.982392462,22.0,236425.9933410511
2013-02-08,1000000.0,442799.77804168174,MTM,-836590.982392462,22.0,279412.76043414365
2013-02-11,1000000.0,438168.684771101,MTM,-836590.982392462,22.0,274781.6671635631
2013-02-12,1000000.0,450350.1124885897,MTM,-836590.982392462,22.0,286963.0948810518
2013-02-13,1000000.0,454879.81986821815,MTM,-836590.982392462,22.0,291492.80226068007
2013-02-14,1000000.0,460165.30062531214,MTM,-836590.982392462,22.0,296778.28301777405
2013-02-15,1000000.0,452162.1172525035,MTM,-836590.982392462,22.0,288775.09964496555
2013-02-19,1000000.0,508285.77668600413,MTM,-836590.982392462,22.0,344898.75907846616
2013-02-20,1000000.0,412698.5929237099,MTM,-836590.982392462,22.0,249311.5753161718
2013-02-21,1000000.0,364729.2695250886,MTM,-836590.982392462,22.0,201342.2519175506
2013-02-22,1000000.0,431071.1992500932,MTM,-836590.982392462,22.0,267684.1816425553
2013-02-25,1000000.0,291390.01198229264,MTM,-836590.982392462,22.0,128002.99437475458
2013-02-26,1000000.0,337144.86255608615,MTM,-836590.982392462,22.0,173757.84494854813
2013-02-27,1000000.0,433034.35667607794,MTM,-836590.982392462,22.0,269647.3390685399
2013-02-28,1000000.0,426440.72007338074,MTM,-836590.982392462,22.0,263053.70246584265
2013-03-01,1000000.0,444158.3197858271,MTM,-836590.982392462,22.0,280771.3021782891
2013-03-04,1000000.0,479393.2138713985,MTM,-836590.982392462,22.0,316006.19626386045
2013-03-05,1000000.0,552833.2432112789,MTM,-836590.982392462,22.0,389446.22560374084
2013-03-06,1000000.0,561238.8896114456,MTM,-836590.982392462,22.0,397851.87200390757
2013-03-07,1000000.0,575333.0938899324,MTM,-836590.982392462,22.0,411946.0762823944
2013-03-08,1000000.0,610165.5249481457,MTM,-836590.982392462,22.0,446778.5073406076
2013-03-11,1000000.0,635534.2309045845,MTM,-836590.982392462,22.0,472147.21329704655
2013-03-12,1000000.0,616708.7756523006,MTM,-836590.982392462,22.0,453321.75804476265
2013-03-13,1000000.0,626977.4318423469,MTM,-836590.982392462,22.0,463590.41423480894
2013-03-14,1000000.0,670819.5058551424,MTM,-836590.982392462,22.0,507432.4882476044
2013-03-15,1000000.0,658084.4624482247,MTM,-836590.982392462,22.0,494697.44484068657
2013-03-18,1000000.0,614796.0041248582,MTM,-836590.982392462,22.0,451408.9865173202
2013-03-19,1000000.0,595869.7821090457,MTM,-836590.982392462,22.0,432482.7645015077
2013-03-20,1000000.0,648067.7357508894,MTM,-836590.982392462,22.0,484680.71814335126
2013-03-21,1000000.0,583084.9668974536,MTM,-836590.982392462,22.0,419697.9492899156
2013-03-22,1000000.0,638906.9351006804,MTM,-836590.982392462,22.0,475519.9174931424
2013-03-25,1000000.0,612732.0698682335,MTM,-836590.982392462,22.0,449345.0522606955
2013-03-26,1000000.0,673537.8275982805,MTM,-836590.982392462,22.0,510150.80999074253
2013-03-27,1000000.0,668906.7343277,MTM,-836590.982392462,22.0,505519.71672016196
2013-03-28,1000000.0,700819.3050821619,MTM,-836590.982392462,22.0,537432.2874746239
2013-04-01,1000000.0,665484.2583269298,MTM,-836590.982392462,22.0,502097.2407193918
2013-04-02,1000000.0,706155.171737798,MTM,-836590.982392462,22.0,542768.1541302601
2013-04-03,1000000.0,622799.1824641111,MTM,-836590.982392462,22.0,459412.16485657304
2013-04-04,1000000.0,654460.4478868414,MTM,-836590.982392462,22.0,491073.4302793034
2013-04-05,1000000.0,620735.86733491,MTM,-836590.982392462,22.0,457348.849727372
2013-04-08,1000000.0,670013.965706558,MTM,-836590.982392462,22.0,506626.94809902005
2013-04-09,1000000.0,697900.0639058342,MTM,-836590.982392462,22.0,534513.0462982963
2013-04-10,1000000.0,794141.6351546422,MTM,-836590.982392462,22.0,630754.6175471041
2013-04-11,1000000.0,822530.968178361,MTM,-836590.982392462,22.0,659143.9505708229
2013-04-12,1000000.0,799779.198074108,MTM,-836590.982392462,22.0,636392.1804665698
2013-04-15,1000000.0,616104.7740643295,MTM,-836590.982392462,22.0,452717.7564567914
2013-04-16,1000000.0,727899.863132854,MTM,-836590.982392462,22.0,564512.8455253158
2013-04-17,1000000.0,614343.1551989578,MTM,-836590.982392462,22.0,450956.13759141986
2013-04-18,1000000.0,561994.0438614876,MTM,-836590.982392462,22.0,398607.0262539497
2013-04-19,1000000.0,630651.8272687166,MTM,-836590.982392462,22.0,467264.8096611786
2013-04-22,1000000.0,667145.1104287726,MTM,-836590.982392462,22.0,503758.09282123466
2013-04-23,1000000.0,749091.5529323486,MTM,-836590.982392462,22.0,585704.5353248105
2013-04-24,1000000.0,749141.9388308907,MTM,-836590.982392462,22.0,585754.9212233527
2013-04-25,1000000.0,781205.6672809792,MTM,-836590.982392462,22.0,617818.6496734412
2013-04-26,1000000.0,766507.4614145211,MTM,-836590.982392462,22.0,603120.4438069831
2013-04-29,1000000.0,823738.9713543034,MTM,-836590.982392462,22.0,660351.9537467655
2013-04-30,1000000.0,843671.6579854456,MTM,-836590.982392462,22.0,680284.6403779074
2013-05-01,1000000.0,768822.7010028774,MTM,-836590.982392462,22.0,605435.6833953394
2013-05-02,1000000.0,843772.4297825298,MTM,-836590.982392462,22.0,680385.4121749918
2013-05-03,1000000.0,928487.5748942303,MTM,-836590.982392462,22.0,765100.5572866923
2013-05-06,1000000.0,943990.7068154048,MTM,-836590.982392462,22.0,780603.6892078668
2013-05-07,1000000.0,986574.3967872714,MTM,-836590.982392462,22.0,823187.3791797332
2013-05-08,1000000.0,1020450.1300012735,MTM,-836590.982392462,22.0,857063.1123937354
2013-05-09,1000000.0,990148.6395439804,MTM,-836590.982392462,22.0,826761.6219364422
2013-05-10,1000000.0,1025534.0721977544,MTM,-836590.982392462,22.0,862147.0545902165
2013-05-13,1000000.0,1025886.7684539941,MTM,-836590.982392462,22.0,862499.750846456
2013-05-14,1000000.0,1109292.5244987998,MTM,-836590.982392462,22.0,945905.5068912617
2013-05-15,1000000.0,1151776.0567674497,MTM,-836590.982392462,22.0,988389.0391599117
2013-05-16,1000000.0,1109946.911985313,MTM,-836590.982392462,22.0,946559.8943777751
2013-05-17,1000000.0,1195517.3690502723,MTM,-836590.982392462,22.0,1032130.3514427341
2013-05-20,1000000.0,1189578.1149005326,MTM,-836590.982392462,22.0,1026191.0972929946
2013-05-21,1000000.0,1204024.3963078354,MTM,-836590.982392462,22.0,1040637.3787002974
2013-05-22,1000000.0,1134510.6918870357,MTM,-836590.982392462,22.0,971123.6742794977
2013-05-23,1000000.0,1110148.450545926,MTM,-836590.982392462,22.0,946761.4329383882
2013-05-24,1000000.0,1105567.743173888,MTM,-836590.982392462,22.0,942180.7255663498
2013-05-28,1000000.0,1158219.1598354997,MTM,-836590.982392462,22.0,994832.1422279617
2013-05-29,1000000.0,1099326.178666451,MTM,-836590.982392462,22.0,935939.1610589129
2013-05-30,1000000.0,1129779.4409132386,MTM,-836590.982392462,22.0,966392.4233057006
2013-05-31,1000000.0,1010634.9418645513,MTM,-836590.982392462,22.0,847247.9242570132
2013-06-03,1000000.0,1059360.0386406383,MTM,-836590.982392462,22.0,895973.0210331002
2013-06-04,1000000.0,1013856.4933985763,MTM,-836590.982392462,22.0,850469.4757910382
2013-06-05,1000000.0,900702.2434584827,MTM,-836590.982392462,22.0,737315.2258509446
2013-06-06,1000000.0,969460.7986627962,MTM,-836590.982392462,22.0,806073.781055258
2013-06-07,1000000.0,1074259.1689738415,MTM,-836590.982392462,22.0,910872.1513663034
2013-06-10,1000000.0,1071390.3136960561,MTM,-836590.982392462,22.0,908003.296088518
2013-06-11,1000000.0,987430.3228343977,MTM,-836590.982392462,22.0,824043.3052268598
2013-06-12,1000000.0,918923.6971227955,MTM,-836590.982392462,22.0,755536.6795152574
2013-06-13,1000000.0,1038923.5030911858,MTM,-836590.982392462,22.0,875536.4854836477
2013-06-14,1000000.0,990450.3307742539,MTM,-836590.982392462,22.0,827063.3131667159
2013-06-17,1000000.0,1052413.7057817013,MTM,-836590.982392462,22.0,889026.6881741632
2013-06-18,1000000.0,1116692.320377505,MTM,-836590.982392462,22.0,953305.3027699669
2013-06-19,1000000.0,1001524.5271128844,MTM,-836590.982392462,22.0,838137.5095053465
2013-06-20,1000000.0,796456.8747429985,MTM,-836590.982392462,22.0,633069.8571354605
2013-06-21,1000000.0,817799.7222381197,MTM,-836590.982392462,22.0,654412.7046305817
2013-06-24,1000000.0,720450.3004830303,MTM,-836590.982392462,22.0,557063.2828754921
2013-06-25,1000000.0,795651.9486882822,MTM,-836590.982392462,22.0,632264.931080744
2013-06-26,1000000.0,872312.9154683196,MTM,-836590.982392462,22.0,708925.8978607815
2013-06-27,1000000.0,922346.1680900098,MTM,-836590.982392462,22.0,758959.1504824718
2013-06-28,1000000.0,887514.3511256645,MTM,-836590.982392462,22.0,724127.3335181265
2013-07-01,1000000.0,931205.277509945,MTM,-836590.982392462,22.0,767818.2599024068
2013-07-02,1000000.0,926775.7227999773,MTM,-836590.982392462,22.0,763388.7051924393
2013-07-03,1000000.0,933470.745293627,MTM,-836590.982392462,22.0,770083.7276860889
2013-07-05,1000000.0,1016423.6574460878,MTM,-836590.982392462,22.0,853036.6398385498
2013-07-08,1000000.0,1059560.9631073833,MTM,-836590.982392462,22.0,896173.9454998453
2013-07-09,1000000.0,1119258.8652975927,MTM,-836590.982392462,22.0,955871.8476900548
2013-07-10,1000000.0,1120769.1788312327,MTM,-836590.982392462,22.0,957382.1612236948
2013-07-11,1000000.0,1233520.9657439683,MTM,-836590.982392462,22.0,1070133.9481364302
2013-07-12,1000000.0,1259544.0541533649,MTM,-836590.982392462,22.0,1096157.0365458268
2013-07-15,1000000.0,1271171.8661814248,MTM,-836590.982392462,22.0,1107784.8485738866
2013-07-16,1000000.0,1239762.5252178495,MTM,-836590.982392462,22.0,1076375.5076103115
2013-07-17,1000000.0,1263168.6828086162,MTM,-836590.982392462,22.0,1099781.665201078
2013-07-18,1000000.0,1305752.3727804823,MTM,-836590.982392462,22.0,1142365.3551729445
2013-07-19,1000000.0,1319443.499937743,MTM,-836590.982392462,22.0,1156056.4823302052
2013-07-22,1000000.0,1336759.2507166993,MTM,-836590.982392462,22.0,1173372.2331091613
2013-07-23,1000000.0,1320953.8134713834,MTM,-836590.982392462,22.0,1157566.7958638452
2013-07-24,1000000.0,1288487.002866513,MTM,-836590.982392462,22.0,1125099.9852589748
2013-07-25,1000000.0,1310181.92749045,MTM,-836590.982392462,22.0,1146794.909882912
2013-07-26,1000000.0,1317229.0271129142,MTM,-836590.982392462,22.0,1153842.0095053765
2013-07-29,1000000.0,1285416.609028113,MTM,-836590.982392462,22.0,1122029.591420575
2013-07-30,1000000.0,1288587.7746635973,MTM,-836590.982392462,22.0,1125200.757056059
2013-07-31,1000000.0,1287430.1523526413,MTM,-836590.982392462,22.0,1124043.134745103
2013-08-01,1000000.0,1393839.6079944111,MTM,-836590.982392462,22.0,1230452.5903868729
2013-08-02,1000000.0,1407933.8122728989,MTM,-836590.982392462,22.0,1244546.7946653608
2013-08-05,1000000.0,1395198.7688659802,MTM,-836590.982392462,22.0,1231811.751258442
2013-08-06,1000000.0,1346020.8231639927,MTM,-836590.982392462,22.0,1182633.8055564545
2013-08-07,1000000.0,1313504.2457880033,MTM,-836590.982392462,22.0,1150117.2281804655
2013-08-08,1000000.0,1346574.4388534217,MTM,-836590.982392462,22.0,1183187.4212458837
2013-08-09,1000000.0,1316071.4098355165,MTM,-836590.982392462,22.0,1152684.3922279784
2013-08-12,1000000.0,1306255.607604925,MTM,-836590.982392462,22.0,1142868.589997387
2013-08-13,1000000.0,1329863.3037563046,MTM,-836590.982392462,22.0,1166476.2861487665
2013-08-14,1000000.0,1285718.9193858118,MTM,-836590.982392462,22.0,1122331.9017782738
2013-08-15,1000000.0,1164560.8719790417,MTM,-836590.982392462,22.0,1001173.8543715037
2013-08-16,1000000.0,1136926.698238921,MTM,-836590.982392462,22.0,973539.6806313827
2013-08-19,1000000.0,1087749.371664357,MTM,-836590.982392462,22.0,924362.354056819
2013-08-20,1000000.0,1119410.0229932196,MTM,-836590.982392462,22.0,956023.0053856814
2013-08-21,1000000.0,1071339.927797514,MTM,-836590.982392462,22.0,907952.9101899759
2013-08-22,1000000.0,1142614.642023373,MTM,-836590.982392462,22.0,979227.6244158349
2013-08-23,1000000.0,1175534.296520588,MTM,-836590.982392462,22.0,1012147.27891305
2013-08-26,1000000.0,1141708.944171572,MTM,-836590.982392462,22.0,978321.9265640342
2013-08-27,1000000.0,1009326.1668915243,MTM,-836590.982392462,22.0,845939.1492839863
2013-08-28,1000000.0,1031876.4034687201,MTM,-836590.982392462,22.0,868489.3858611821
2013-08-29,1000000.0,1048034.5369702759,MTM,-836590.982392462,22.0,884647.519362738
2013-08-30,1000000.0,1021859.6767713847,MTM,-836590.982392462,22.0,858472.6591638468
2013-09-03,1000000.0,1056088.1062416267,MTM,-836590.982392462,22.0,892701.0886340886
2013-09-04,1000000.0,1123084.4184195893,MTM,-836590.982392462,22.0,959697.4008120511
2013-09-05,1000000.0,1133151.5310154667,MTM,-836590.982392462,22.0,969764.5134079286
2013-09-06,1000000.0,1133604.9940352351,MTM,-836590.982392462,22.0,970217.976427697
2013-09-09,1000000.0,1216859.5974179697,MTM,-836590.982392462,22.0,1053472.5798104317
2013-09-10,1000000.0,1278671.8147297893,MTM,-836590.982392462,22.0,1115284.7971222512
2013-09-11,1000000.0,1304544.36960454,MTM,-836590.982392462,22.0,1141157.351997002
2013-09-12,1000000.0,1275802.959452006,MTM,-836590.982392462,22.0,1112415.9418444682
2013-09-13,1000000.0,1298806.0399215445,MTM,-836590.982392462,22.0,1135419.0223140065
2013-09-16,1000000.0,1347178.4454749497,MTM,-836590.982392462,22.0,1183791.4278674116
2013-09-17,1000000.0,1383218.8797091055,MTM,-836590.982392462,22.0,1219831.8621015674
2013-09-18,1000000.0,1487715.5587898758,MTM,-836590.982392462,22.0,1324328.5411823378
2013-09-19,1000000.0,1471708.577950391,MTM,-836590.982392462,22.0,1308321.5603428527
2013-09-20,1000000.0,1409141.8154488401,MTM,-836590.982392462,22.0,1245754.7978413021
2013-09-23,1000000.0,1368520.6738426462,MTM,-836590.982392462,22.0,1205133.6562351082
2013-09-24,1000000.0,1346272.7476231493,MTM,-836590.982392462,22.0,1182885.730015611
2013-09-25,1000000.0,1322866.590032381,MTM,-836590.982392462,22.0,1159479.5724248432
2013-09-26,1000000.0,1352564.6929955725,MTM,-836590.982392462,22.0,1189177.6753880344
2013-09-27,1000000.0,1317732.2619373584,MTM,-836590.982392462,22.0,1154345.2443298202
