,base,equity,message,realised_pnl,total_commission,unrealised_pnl
2017-03-21,1000000.0,1408515.2678603735,MTM,-626337.4888279396,42.0,1034894.7566883132
2017-03-22,1000000.0,1441412.1450957956,MTM,-626337.4888279396,42.0,1067791.6339237352
2017-03-23,1000000.0,1422921.3615266096,MTM,-626337.4888279396,42.0,1049300.8503545492
2017-03-24,1000000.0,1408217.9289256358,MTM,-626337.4888279396,42.0,1034597.4177535754
2017-03-27,1000000.0,1390470.4778412012,MTM,-626337.4888279396,42.0,1016849.966669141
2017-03-28,1000000.0,1516564.6128333504,MTM,-626337.4888279396,42.0,1142944.1016612903
2017-03-29,1000000.0,1535573.9201567327,MTM,-626337.4888279396,42.0,1161953.4089846723
2017-03-30,1000000.0,1587037.7350766198,MTM,-626337.4888279396,42.0,1213417.2239045596
2017-03-31,1000000.0,1547381.9888895252,MTM,-626337.4888279396,42.0,1173761.4777174648
2017-04-03,1000000.0,1518569.7941310066,MTM,-626337.4888279396,42.0,1144949.2829589462
2017-04-04,1000000.0,1528370.869610595,MTM,-626337.4888279396,42.0,1154750.3584385344
2017-04-05,1000000.0,1474829.358040962,MTM,-626337.4888279396,42.0,1101208.8468689017
2017-04-06,1000000.0,1508543.9024948203,MTM,-626337.4888279396,42.0,1134923.3913227597
2017-04-07,1000000.0,1494063.4740948998,MTM,-626337.4888279396,42.0,1120442.9629228392
2017-04-10,1000000.0,1506092.7276471504,MTM,-626337.4888279396,42.0,1132472.21647509
2017-04-11,1000000.0,1480993.556549206,MTM,-626337.4888279396,42.0,1107373.0453771455
2017-04-12,1000000.0,1415272.3174304548,MTM,-626337.4888279396,42.0,1041651.8062583943
2017-04-13,1000000.0,1296604.222333407,MTM,-626337.4888279396,42.0,922983.7111613466
2017-04-17,1000000.0,1445571.1697324298,MTM,-626337.4888279396,42.0,1071950.6585603694
2017-04-18,1000000.0,1394925.0146049354,MTM,-626337.4888279396,42.0,1021304.5034328749
2017-04-19,1000000.0,1365072.1632790202,MTM,-626337.4888279396,42.0,991451.65210696
2017-04-20,1000000.0,1496291.652167562,MTM,-626337.4888279396,42.0,1122671.1409955018
2017-04-21,1000000.0,1443194.3221923981,MTM,-626337.4888279396,42.0,1069573.8110203377
2017-04-24,1000000.0,1632261.1973729841,MTM,-626337.4888279396,42.0,1258640.6862009238
2017-04-25,1000000.0,1739643.363976486,MTM,-626337.4888279396,42.0,1366022.8528044256
2017-04-26,1000000.0,1731027.9906205726,MTM,-626337.4888279396,42.0,1357407.4794485122
2017-04-27,1000000.0,1740830.8854817525,MTM,-626337.4888279396,42.0,1367210.374309692
2017-04-28,1000000.0,1706893.3368268413,MTM,-626337.4888279396,42.0,1333272.825654781
2017-05-01,1000000.0,1737563.855371192,MTM,-626337.4888279396,42.0,1363943.3441991317
2017-05-02,1000000.0,1758652.6712998715,MTM,-626337.4888279396,42.0,1385032.160127811
2017-05-03,1000000.0,1736077.1978277322,MTM,-626337.4888279396,42.0,1362456.6866556718
2017-05-04,1000000.0,1746400.4209726136,MTM,-626337.4888279396,42.0,1372779.9098005532
2017-05-05,1000000.0,1818953.0443951301,MTM,-626337.4888279396,42.0,1445332.5332230697
2017-05-08,1000000.0,1819620.2301906487,MTM,-626337.4888279396,42.0,1445999.7190185883
2017-05-09,1000000.0,1801352.4433964728,MTM,-626337.4888279396,42.0,1427731.9322244127
2017-05-10,1000000.0,1821476.7420209358,MTM,-626337.4888279396,42.0,1447856.2308488754
2017-05-11,1000000.0,1782935.987134925,MTM,-626337.4888279396,42.0,1409315.4759628647
2017-05-12,1000000.0,1756647.4900022154,MTM,-626337.4888279396,42.0,1383026.978830155
2017-05-15,1000000.0,1841454.1831335812,MTM,-626337.4888279396,42.0,1467833.671961521
2017-05-16,1000000.0,1829200.1208507787,MTM,-626337.4888279396,42.0,1455579.6096787183
2017-05-17,1000000.0,1505128.2103429371,MTM,-626337.4888279396,42.0,1131507.6991708768
2017-05-18,1000000.0,1569660.1308529698,MTM,-626337.4888279396,42.0,1196039.6196809092
2017-05-19,1000000.0,1688551.2152989777,MTM,-626337.4888279396,42.0,1314930.7041269173
2017-05-22,1000000.0,1779817.6339177801,MTM,-626337.4888279396,42.0,1406197.1227457197
2017-05-23,1000000.0,1812491.5143781952,MTM,-626337.4888279396,42.0,1438871.0032061348
2017-05-24,1000000.0,1856824.8015300771,MTM,-626337.4888279396,42.0,1483204.2903580167
2017-05-25,1000000.0,1936136.28647822,MTM,-626337.4888279396,42.0,1562515.7753061599
2017-05-26,1000000.0,1941705.8219690812,MTM,-626337.4888279396,42.0,1568085.3107970208
2017-05-30,1000000.0,1920094.8658011588,MTM,-626337.4888279396,42.0,1546474.3546290984
2017-05-31,1000000.0,1911852.970643166,MTM,-626337.4888279396,42.0,1538232.4594711058
2017-06-01,1000000.0,2047452.668987804,MTM,-626337.4888279396,42.0,1673832.1578157437
2017-06-02,1000000.0,2114361.4221857754,MTM,-626337.4888279396,42.0,1740740.911013715
2017-06-05,1000000.0,2092306.2844233843,MTM,-626337.4888279396,42.0,1718685.7732513237
2017-06-06,1000000.0,2042031.7955382657,MTM,-626337.4888279396,42.0,1668411.284366205
2017-06-07,1000000.0,2070323.662013086,MTM,-626337.4888279396,42.0,1696703.1508410256
2017-06-08,1000000.0,2075151.6769747408,MTM,-626337.4888279396,42.0,1701531.1658026804
2017-06-09,1000000.0,2060150.920291122,MTM,-626337.4888279396,42.0,1686530.4091190617
2017-06-12,1000000.0,2042475.9845587802,MTM,-626337.4888279396,42.0,1668855.47338672
2017-06-13,1000000.0,2123866.985538264,MTM,-626337.4888279396,42.0,1750246.4743662034
2017-06-14,1000000.0,2105820.3835635465,MTM,-626337.4888279396,42.0,1732199.872391486
2017-06-15,1000000.0,2065274.4548059232,MTM,-626337.4888279396,42.0,1691653.9436338625
2017-06-16,1000000.0,2070397.9893207238,MTM,-626337.4888279396,42.0,1696777.4781486636
2017-06-19,1000000.0,2221221.448550034,MTM,-626337.4888279396,42.0,1847600.9373779735
2017-06-20,1000000.0,2099211.9960347875,MTM,-626337.4888279396,42.0,1725591.4848627273
2017-06-21,1000000.0,2088667.588070448,MTM,-626337.4888279396,42.0,1715047.0768983876
2017-06-22,1000000.0,2080423.8809569106,MTM,-626337.4888279396,42.0,1706803.3697848502
2017-06-23,1000000.0,2108643.224653592,MTM,-626337.4888279396,42.0,1735022.7134815315
2017-06-26,1000000.0,2114361.4221857754,MTM,-626337.4888279396,42.0,1740740.911013715
2017-06-27,1000000.0,1968141.1766136116,MTM,-626337.4888279396,42.0,1594520.665441551
2017-06-28,1000000.0,2126390.675738026,MTM,-626337.4888279396,42.0,1752770.1645659658
2017-06-29,1000000.0,1970518.0167275998,MTM,-626337.4888279396,42.0,1596897.5055555394
2017-06-30,1000000.0,1998068.3626732142,MTM,-626337.4888279396,42.0,1624447.8515011538
2017-07-03,1000000.0,2039654.9554242804,MTM,-626337.4888279396,42.0,1666034.44425222
2017-07-05,1000000.0,2065869.1178233055,MTM,-626337.4888279396,42.0,1692248.6066512452
2017-07-06,1000000.0,1896629.2097584945,MTM,-626337.4888279396,42.0,1523008.698586434
2017-07-07,1000000.0,2011212.6149525922,MTM,-626337.4888279396,42.0,1637592.1037805318
2017-07-10,1000000.0,2027921.2214251752,MTM,-626337.4888279396,42.0,1654300.710253115
2017-07-11,1000000.0,2013812.451841584,MTM,-626337.4888279396,42.0,1640191.9406695238
2017-07-12,1000000.0,2145401.795016957,MTM,-626337.4888279396,42.0,1771781.2838448964
2017-07-13,1000000.0,2179413.670979506,MTM,-626337.4888279396,42.0,1805793.1598074455
2017-07-14,1000000.0,2264367.2216226957,MTM,-626337.4888279396,42.0,1890746.7104506353
2017-07-17,1000000.0,2263400.8923629373,MTM,-626337.4888279396,42.0,1889780.381190877
2017-07-18,1000000.0,2274318.7710991516,MTM,-626337.4888279396,42.0,1900698.259927091
2017-07-19,1000000.0,2372490.9013293576,MTM,-626337.4888279396,42.0,1998870.390157297
2017-07-20,1000000.0,2369668.060239312,MTM,-626337.4888279396,42.0,1996047.5490672516
2017-07-21,1000000.0,2362911.010669231,MTM,-626337.4888279396,42.0,1989290.4994971706
2017-07-24,1000000.0,2343379.5631066025,MTM,-626337.4888279396,42.0,1969759.051934542
2017-07-25,1000000.0,2396995.409409916,MTM,-626337.4888279396,42.0,2023374.8982378556
2017-07-26,1000000.0,2402195.0906139496,MTM,-626337.4888279396,42.0,2028574.5794418894
2017-07-27,1000000.0,2384297.1581066013,MTM,-626337.4888279396,42.0,2010676.646934541
2017-07-28,1000000.0,2359643.987984717,MTM,-626337.4888279396,42.0,1986023.4768126565
2017-07-31,1000000.0,2346276.738930332,MTM,-626337.4888279396,42.0,1972656.2277582716
2017-08-01,1000000.0,2391204.6890995963,MTM,-626337.4888279396,42.0,2017584.1779275362
2017-08-02,1000000.0,2400264.2440499784,MTM,-626337.4888279396,42.0,2026643.732877918
2017-08-03,1000000.0,2360088.1695791855,MTM,-626337.4888279396,42.0,1986467.6584071252
2017-08-04,1000000.0,2394769.0432928014,MTM,-626337.4888279396,42.0,2021148.5321207412
2017-08-07,1000000.0,2425066.083639232,MTM,-626337.4888279396,42.0,2051445.5724671714
2017-08-08,1000000.0,2380584.134446027,MTM,-626337.4888279396,42.0,2006963.6232739668
2017-08-09,1000000.0,2373901.419609631,MTM,-626337.4888279396,42.0,2000280.9084375703
2017-08-10,1000000.0,2107974.2269025245,MTM,-626337.4888279396,42.0,1734353.7157304643
2017-08-11,1000000.0,2131070.028658359,MTM,-626337.4888279396,42.0,1757449.5174862982
2017-08-14,1000000.0,2313156.8574938565,MTM,-626337.4888279396,42.0,1939536.3463217963
2017-08-15,1000000.0,2304022.960383744,MTM,-626337.4888279396,42.0,1930402.4492116836
2017-08-16,1000000.0,2330014.1260077623,MTM,-626337.4888279396,42.0,1956393.614835702
2017-08-17,1000000.0,2047081.0027454286,MTM,-626337.4888279396,42.0,1673460.491573368
2017-08-18,1000000.0,2013961.121308953,MTM,-626337.4888279396,42.0,1640340.6101368926
2017-08-21,1000000.0,2034903.0797258117,MTM,-626337.4888279396,42.0,1661282.5685537516
2017-08-22,1000000.0,2214167.0674712616,MTM,-626337.4888279396,42.0,1840546.556299201
2017-08-23,1000000.0,2151268.662016509,MTM,-626337.4888279396,42.0,1777648.1508444487
2017-08-24,1000000.0,2113618.09712707,MTM,-626337.4888279396,42.0,1739997.5859550098
2017-08-25,1000000.0,2143916.9494290454,MTM,-626337.4888279396,42.0,1770296.438256985
2017-08-28,1000000.0,2152753.5076044207,MTM,-626337.4888279396,42.0,1779132.99643236
2017-08-29,1000000.0,2168051.6032227767,MTM,-626337.4888279396,42.0,1794431.0920507165
2017-08-30,1000000.0,2251891.9670943846,MTM,-626337.4888279396,42.0,1878271.4559223242
2017-08-31,1000000.0,2356300.811184927,MTM,-626337.4888279396,42.0,1982680.3000128665
2017-09-01,1000000.0,2392689.534687508,MTM,-626337.4888279396,42.0,2019069.0235154475
2017-09-05,1000000.0,2253822.813658356,MTM,-626337.4888279396,42.0,1880202.3024862956
2017-09-06,1000000.0,2310928.679421194,MTM,-626337.4888279396,42.0,1937308.1682491335
2017-09-07,1000000.0,2307661.65673668,MTM,-626337.4888279396,42.0,1934041.1455646197
2017-09-08,1000000.0,2280406.830344212,MTM,-626337.4888279396,42.0,1906786.3191721516
2017-09-11,1000000.0,2478535.072430725,MTM,-626337.4888279396,42.0,2104914.561258665
2017-09-12,1000000.0,2540690.145400726,MTM,-626337.4888279396,42.0,2167069.6342286654
2017-09-13,1000000.0,2554726.3922061813,MTM,-626337.4888279396,42.0,2181105.881034121
2017-09-14,1000000.0,2534304.7620730237,MTM,-626337.4888279396,42.0,2160684.2509009633
2017-09-15,1000000.0,2568537.822855031,MTM,-626337.4888279396,42.0,2194917.3116829707
2017-09-18,1000000.0,2595569.652472496,MTM,-626337.4888279396,42.0,2221949.1413004356
2017-09-19,1000000.0,2616212.4674251117,MTM,-626337.4888279396,42.0,2242591.9562530513
2017-09-20,1000000.0,2628020.536157901,MTM,-626337.4888279396,42.0,2254400.0249858405
2017-09-21,1000000.0,2571286.3366374387,MTM,-626337.4888279396,42.0,2197665.8254653784
2017-09-22,1000000.0,2583315.59018969,MTM,-626337.4888279396,42.0,2209695.0790176294
2017-09-25,1000000.0,2542026.3289473145,MTM,-626337.4888279396,42.0,2168405.817775254
2017-09-26,1000000.0,2543364.324449449,MTM,-626337.4888279396,42.0,2169743.8132773885
2017-09-27,1000000.0,2619109.643248841,MTM,-626337.4888279396,42.0,2245489.132076781
2017-09-28,1000000.0,2641536.4546796544,MTM,-626337.4888279396,42.0,2267915.943507594
2017-09-29,1000000.0,2710599.051216604,MTM,-626337.4888279396,42.0,2336978.540044544
2017-10-02,1000000.0,2783077.347331486,MTM,-626337.4888279396,42.0,2409456.836159426
2017-10-03,1000000.0,2823623.276089106,MTM,-626337.4888279396,42.0,2450002.764917046
2017-10-04,1000000.0,2847088.9321317705,MTM,-626337.4888279396,42.0,2473468.42095971
2017-10-05,1000000.0,2953504.769475514,MTM,-626337.4888279396,42.0,2579884.2583034537
2017-10-06,1000000.0,2933157.474076041,MTM,-626337.4888279396,42.0,2559536.9629039806
2017-10-09,1000000.0,2898996.928646123,MTM,-626337.4888279396,42.0,2525376.4174740626
2017-10-10,1000000.0,2942884.2222479912,MTM,-626337.4888279396,42.0,2569263.711075931
2017-10-11,1000000.0,2977044.760251863,MTM,-626337.4888279396,42.0,2603424.2490798025
2017-10-12,1000000.0,2945038.0655869697,MTM,-626337.4888279396,42.0,2571417.5544149093
2017-10-13,1000000.0,2961672.3373258687,MTM,-626337.4888279396,42.0,2588051.8261538083
2017-10-16,1000000.0,2994866.5534960283,MTM,-626337.4888279396,42.0,2621246.042323968
2017-10-17,1000000.0,3007640.9440625296,MTM,-626337.4888279396,42.0,2634020.432890469
2017-10-18,1000000.0,3021749.713646121,MTM,-626337.4888279396,42.0,2648129.2024740605
2017-10-19,1000000.0,3027988.246888049,MTM,-626337.4888279396,42.0,2654367.7357159886
2017-10-20,1000000.0,3125342.7098998185,MTM,-626337.4888279396,42.0,2751722.198727758
2017-10-23,1000000.0,3049374.386899373,MTM,-626337.4888279396,42.0,2675753.8757273126
2017-10-24,1000000.0,3080191.762955544,MTM,-626337.4888279396,42.0,2706571.2517834837
2017-10-25,1000000.0,2991227.8571430924,MTM,-626337.4888279396,42.0,2617607.345971032
2017-10-26,1000000.0,3015362.5109368237,MTM,-626337.4888279396,42.0,2641741.9997647633
2017-10-27,1000000.0,3168860.14178881,MTM,-626337.4888279396,42.0,2795239.6306167496
2017-10-30,1000000.0,3107669.5861230223,MTM,-626337.4888279396,42.0,2734049.074950962
2017-10-31,1000000.0,3125714.3761421945,MTM,-626337.4888279396,42.0,2752093.864970134
2017-11-01,1000000.0,3156161.890485492,MTM,-626337.4888279396,42.0,2782541.3793134317
2017-11-02,1000000.0,3159800.586838428,MTM,-626337.4888279396,42.0,2786180.0756663675
2017-11-03,1000000.0,3219134.6306739287,MTM,-626337.4888279396,42.0,2845514.1195018683
2017-11-06,1000000.0,3243564.804020803,MTM,-626337.4888279396,42.0,2869944.2928487426
2017-11-07,1000000.0,3239926.1150939167,MTM,-626337.4888279396,42.0,2866305.6039218563
2017-11-08,1000000.0,3267699.457814534,MTM,-626337.4888279396,42.0,2894078.946642474
2017-11-09,1000000.0,3195222.9736552075,MTM,-626337.4888279396,42.0,2821602.462483147
2017-11-10,1000000.0,3177994.0388989225,MTM,-626337.4888279396,42.0,2804373.527726862
2017-11-13,1000000.0,3196856.4887104845,MTM,-626337.4888279396,42.0,2823235.977538424
2017-11-14,1000000.0,3152523.201558606,MTM,-626337.4888279396,42.0,2778902.6903865454
2017-11-15,1000000.0,3046702.027232245,MTM,-626337.4888279396,42.0,2673081.5160601847
2017-11-16,1000000.0,3202795.878488176,MTM,-626337.4888279396,42.0,2829175.3673161156
2017-11-17,1000000.0,3152374.53951728,MTM,-626337.4888279396,42.0,2778754.02834522
2017-11-20,1000000.0,3176804.7128641577,MTM,-626337.4888279396,42.0,2803184.2016920974
2017-11-21,1000000.0,3302231.662060785,MTM,-626337.4888279396,42.0,2928611.1508887247
2017-11-22,1000000.0,3287751.2336608646,MTM,-626337.4888279396,42.0,2914130.7224888043
2017-11-24,1000000.0,3327405.167892414,MTM,-626337.4888279396,42.0,2953784.6567203538
2017-11-27,1000000.0,3319979.120571266,MTM,-626337.4888279396,42.0,2946358.6093992055
2017-11-28,1000000.0,3510235.321786617,MTM,-626337.4888279396,42.0,3136614.8106145565
2017-11-29,1000000.0,3503032.271240476,MTM,-626337.4888279396,42.0,3129411.7600684157
2017-11-30,1000000.0,3662766.6233788454,MTM,-626337.4888279396,42.0,3289146.1122067845
2017-12-01,1000000.0,3622962.2151504275,MTM,-626337.4888279396,42.0,3249341.7039783676
2017-12-04,1000000.0,3602317.580816217,MTM,-626337.4888279396,42.0,3228697.069644157
2017-12-05,1000000.0,3529023.4368644943,MTM,-626337.4888279396,42.0,3155402.925692434
2017-12-06,1000000.0,3526795.266217878,MTM,-626337.4888279396,42.0,3153174.7550458177
2017-12-07,1000000.0,3584049.794022038,MTM,-626337.4888279396,42.0,3210429.2828499777
2017-12-08,1000000.0,3691876.1496460554,MTM,-626337.4888279396,42.0,3318255.6384739946
2017-12-11,1000000.0,3754923.21714213,MTM,-626337.4888279396,42.0,3381302.7059700694
2017-12-12,1000000.0,3785519.400952796,MTM,-626337.4888279396,42.0,3411898.8897807356
2017-12-13,1000000.0,3776162.514493723,MTM,-626337.4888279396,42.0,3402542.0033216625
2017-12-14,1000000.0,3695663.508040313,MTM,-626337.4888279396,42.0,3322042.996868253
2017-12-15,1000000.0,3872403.7981599574,MTM,-626337.4888279396,42.0,3498783.286987897
2017-12-18,1000000.0,3978966.4855894786,MTM,-626337.4888279396,42.0,3605345.974417418
2017-12-19,1000000.0,3914434.5725054923,MTM,-626337.4888279396,42.0,3540814.061333432
2017-12-20,1000000.0,3897948.9628079156,MTM,-626337.4888279396,42.0,3524328.4516358553
2017-12-21,1000000.0,3937456.039527642,MTM,-626337.4888279396,42.0,3563835.528355581
2017-12-22,1000000.0,3928322.149843576,MTM,-626337.4888279396,42.0,3554701.638671515
2017-12-26,1000000.0,3907231.521959351,MTM,-626337.4888279396,42.0,3533611.0107872905
2017-12-27,1000000.0,3922975.6111277244,MTM,-626337.4888279396,42.0,3549355.099955664
2017-12-28,1000000.0,3959511.184716079,MTM,-626337.4888279396,42.0,3585890.6735440185
2017-12-29,1000000.0,3856066.850503704,MTM,-626337.4888279396,42.0,3482446.339331643
2018-01-02,1000000.0,4020924.74458292,MTM,-626337.4888279396,42.0,3647304.2334108595
2018-01-03,1000000.0,4149024.0608727247,MTM,-626337.4888279396,42.0,3775403.549700665
2018-01-04,1000000.0,4230190.24569561,MTM,-626337.4888279396,42.0,3856569.7345235497
2018-01-05,1000000.0,4372472.658876644,MTM,-626337.4888279396,42.0,3998852.147704584
2018-01-08,1000000.0,4406335.872797871,MTM,-626337.4888279396,42.0,4032715.361625811
2018-01-09,1000000.0,4432921.701439273,MTM,-626337.4888279396,42.0,4059301.190267212
2018-01-10,1000000.0,4410197.558499768,MTM,-626337.4888279396,42.0,4036577.0473277075
2018-01-11,1000000.0,4553743.639875298,MTM,-626337.4888279396,42.0,4180123.128703238
2018-01-12,1000000.0,4692461.6914370805,MTM,-626337.4888279396,42.0,4318841.180265021
2018-01-16,1000000.0,4619537.401772188,MTM,-626337.4888279396,42.0,4245916.890600128
2018-01-17,1000000.0,4813655.296115482,MTM,-626337.4888279396,42.0,4440034.784943422
2018-01-18,1000000.0,4780015.078969263,MTM,-626337.4888279396,42.0,4406394.567797203
2018-01-19,1000000.0,4871132.828120697,MTM,-626337.4888279396,42.0,4497512.316948636
2018-01-22,1000000.0,5039480.7416594345,MTM,-626337.4888279396,42.0,4665860.230487374
2018-01-23,1000000.0,5085224.539665539,MTM,-626337.4888279396,42.0,4711604.028493479
2018-01-24,1000000.0,5073418.282888299,MTM,-626337.4888279396,42.0,4699797.771716238
2018-01-25,1000000.0,5086116.534191616,MTM,-626337.4888279396,42.0,4712496.023019556
2018-01-26,1000000.0,5335781.113976156,MTM,-626337.4888279396,42.0,4962160.6028040955
2018-01-29,1000000.0,5192160.705292985,MTM,-626337.4888279396,42.0,4818540.194120924
2018-01-30,1000000.0,4961209.913278688,MTM,-626337.4888279396,42.0,4587589.402106627
2018-01-31,1000000.0,4971458.80168988,MTM,-626337.4888279396,42.0,4597838.29051782
2018-02-01,1000000.0,4957868.548434442,MTM,-626337.4888279396,42.0,4584248.037262382
2018-02-02,1000000.0,4513418.895937134,MTM,-626337.4888279396,42.0,4139798.3847650727
2018-02-05,1000000.0,3672865.0303671244,MTM,-626337.4888279396,42.0,3299244.519195064
2018-02-06,1000000.0,4015948.0601538965,MTM,-626337.4888279396,42.0,3642327.548981836
2018-02-07,1000000.0,3915845.083359719,MTM,-626337.4888279396,42.0,3542224.5721876584
2018-02-08,1000000.0,3168339.8135051117,MTM,-626337.4888279396,42.0,2794719.3023330513
2018-02-09,1000000.0,3454614.301611691,MTM,-626337.4888279396,42.0,3080993.7904396304
2018-02-12,1000000.0,3725293.3625912215,MTM,-626337.4888279396,42.0,3351672.851419161
2018-02-13,1000000.0,3776829.6928631985,MTM,-626337.4888279396,42.0,3403209.181691138
2018-02-14,1000000.0,4041864.891044227,MTM,-626337.4888279396,42.0,3668244.3798721666
2018-02-15,1000000.0,4283731.757265242,MTM,-626337.4888279396,42.0,3910111.2460931824
2018-02-16,1000000.0,4291306.474053759,MTM,-626337.4888279396,42.0,3917685.962881699
2018-02-20,1000000.0,4172787.0484240805,MTM,-626337.4888279396,42.0,3799166.5372520206
2018-02-21,1000000.0,4061916.6668905565,MTM,-626337.4888279396,42.0,3688296.1557184965
2018-02-22,1000000.0,4081446.3024976407,MTM,-626337.4888279396,42.0,3707825.7913255803
2018-02-23,1000000.0,4403291.846888363,MTM,-626337.4888279396,42.0,4029671.335716304
2018-02-26,1000000.0,4643153.539237767,MTM,-626337.4888279396,42.0,4269533.028065707
2018-02-27,1000000.0,4380865.0354575515,MTM,-626337.4888279396,42.0,4007244.5242854906
2018-02-28,1000000.0,4154742.258404909,MTM,-626337.4888279396,42.0,3781121.7472328483
2018-03-01,1000000.0,3886215.2288088114,MTM,-626337.4888279396,42.0,3512594.7176367505
2018-03-02,1000000.0,3987061.5306616933,MTM,-626337.4888279396,42.0,3613441.019489633
2018-03-05,1000000.0,4207540.437489789,MTM,-626337.4888279396,42.0,3833919.9263177295
2018-03-06,1000000.0,4260860.764239965,MTM,-626337.4888279396,42.0,3887240.253067904
2018-03-07,1000000.0,4251057.876804827,MTM,-626337.4888279396,42.0,3877437.3656327673
2018-03-08,1000000.0,4341432.29347151,MTM,-626337.4888279396,42.0,3967811.782299449
2018-03-09,1000000.0,4694912.86628475,MTM,-626337.4888279396,42.0,4321292.3551126905
2018-03-12,1000000.0,4668550.041844403,MTM,-626337.4888279396,42.0,4294929.5306723425
2018-03-13,1000000.0,4537035.033402715,MTM,-626337.4888279396,42.0,4163414.522230655
2018-03-14,1000000.0,4419480.117651204,MTM,-626337.4888279396,42.0,4045859.606479143
2018-03-15,1000000.0,4403514.84366337,MTM,-626337.4888279396,42.0,4029894.332491311
2018-03-16,1000000.0,4438268.240155127,MTM,-626337.4888279396,42.0,4064647.7289830665
2018-03-19,1000000.0,4147983.3968792823,MTM,-626337.4888279396,42.0,3774362.885707222
2018-03-20,1000000.0,4177836.2482051975,MTM,-626337.4888279396,42.0,3804215.737033137
2018-03-21,1000000.0,4140631.6842918186,MTM,-626337.4888279396,42.0,3767011.1731197583
2018-03-22,1000000.0,3633878.281931097,MTM,-626337.4888279396,42.0,3260257.7707590363
2018-03-23,1000000.0,3222252.9913171204,MTM,-626337.4888279396,42.0,2848632.48014506
2018-03-26,1000000.0,3744230.147136467,MTM,-626337.4888279396,42.0,3370609.635964407
2018-03-27,1000000.0,3403152.2986473553,MTM,-626337.4888279396,42.0,3029531.787475295
2018-03-28,1000000.0,3346564.949212667,MTM,-626337.4888279396,42.0,2972944.4380406067
2018-03-29,1000000.0,3612936.13546979,MTM,2612980.13546979,44.0,-0.0
2018-04-02,1000000.0,4017582.855998745,MTM,2612980.13546979,44.0,404646.7205289554
2018-04-03,1000000.0,3794166.7020027284,MTM,2612980.13546979,44.0,181230.56653293836
2018-04-04,1000000.0,3586733.8448567768,MTM,2612980.13546979,44.0,-26202.290613013232
2018-04-05,1000000.0,3462231.9237308446,MTM,2612980.13546979,44.0,-150704.2117389456
2018-04-06,1000000.0,3862624.917949872,MTM,2612980.13546979,44.0,249688.78248008207
2018-04-09,1000000.0,3803015.7947305935,MTM,2612980.13546979,44.0,190079.65926080308
2018-04-10,1000000.0,3503183.264707094,MTM,2612980.13546979,44.0,-109752.87076269608
2018-04-11,1000000.0,3603882.730913448,MTM,2612980.13546979,44.0,-9053.40455634197
2018-04-12,1000000.0,3454344.1083811084,MTM,2612980.13546979,44.0,-158592.0270886817
2018-04-13,1000000.0,3507093.677177719,MTM,2612980.13546979,44.0,-105842.45829207123
2018-04-16,1000000.0,3359338.607390817,MTM,2612980.13546979,44.0,-253597.52807897318
2018-04-17,1000000.0,3163499.666236743,MTM,2612980.13546979,44.0,-449436.4692330473
2018-04-18,1000000.0,3148065.6687857388,MTM,2612980.13546979,44.0,-464870.46668405144
2018-04-19,1000000.0,3254457.4264768744,MTM,2612980.13546979,44.0,-358478.7089929158
2018-04-20,1000000.0,3412158.5140584763,MTM,2612980.13546979,44.0,-200777.62141131397
2018-04-23,1000000.0,3411128.5794001305,MTM,2612980.13546979,44.0,-201807.55606965962
2018-04-24,1000000.0,3656220.321730988,MTM,2612980.13546979,44.0,43284.18626119808
2018-04-25,1000000.0,3623021.1552753155,MTM,2612980.13546979,44.0,10085.019805525499
2018-04-26,1000000.0,3434108.7589524025,MTM,2612980.13546979,44.0,-178827.37651738749
2018-04-27,1000000.0,3413736.0812441558,MTM,2612980.13546979,44.0,-199200.05422563458
2018-04-30,1000000.0,3563685.001164734,MTM,2612980.13546979,44.0,-49251.13430505606
2018-05-01,1000000.0,3517383.0088117216,MTM,2612980.13546979,44.0,-95553.12665806848
2018-05-02,1000000.0,3648607.156080781,MTM,2612980.13546979,44.0,35671.02061099104
2018-05-03,1000000.0,3689352.5114972754,MTM,2612980.13546979,44.0,76416.37602748527
2018-05-04,1000000.0,3458254.5208517304,MTM,2612980.13546979,44.0,-154681.61461805998
2018-05-07,1000000.0,3395078.2921415786,MTM,2612980.13546979,44.0,-217857.84332821146
2018-05-08,1000000.0,3399948.3082590476,MTM,2612980.13546979,44.0,-212987.82721074228
2018-05-09,1000000.0,3222490.8327767467,MTM,2612980.13546979,44.0,-390445.30269304354
2018-05-10,1000000.0,3049081.0980446083,MTM,2612980.13546979,44.0,-563855.0374251817
2018-05-11,1000000.0,3017184.835355979,MTM,2612980.13546979,44.0,-595751.3001138112
2018-05-14,1000000.0,3000653.9128381396,MTM,2612980.13546979,44.0,-612282.2226316505
2018-05-15,1000000.0,3128789.9230038836,MTM,2612980.13546979,44.0,-484146.21246590663
2018-05-16,1000000.0,3053266.1602147594,MTM,2612980.13546979,44.0,-559669.9752550309
2018-05-17,1000000.0,3069249.4570648246,MTM,2612980.13546979,44.0,-543686.6784049654
2018-05-18,1000000.0,3118363.2630903395,MTM,2612980.13546979,44.0,-494572.8723794507
2018-05-21,1000000.0,2980897.52493744,MTM,2612980.13546979,44.0,-632038.6105323499
2018-05-22,1000000.0,3039684.3796489635,MTM,2612980.13546979,44.0,-573251.7558208265
2018-05-23,1000000.0,2978976.6507720146,MTM,2612980.13546979,44.0,-633959.4846977754
